Threshold,EV,Hours,Significance
1,1938,10,10000
2,1936,10,10000
3,1916,10,10000
4,1929,10,10000
5,1914,10,10000
6,1924,10,10000
7,1940,10,10000
8,1930,10,10000
9,1921,10,10000
10,1930,10,10000
11,1926,10,10000
12,1928,10,10000
13,1944,10,10000
14,1939,10,10000
15,1931,10,10000
16,1923,10,10000
17,1918,10,10000
18,1941,10,10000
19,1940,10,10000
20,1919,10,10000
21,1924,10,10000
22,1934,10,10000
23,1925,10,10000
24,1935,10,10000
25,1928,10,10000
26,1923,10,10000
27,1939,10,10000
28,1928,10,10000
29,1935,10,10000
30,1923,10,10000
31,1933,10,10000
32,1935,10,10000
33,1941,10,10000
34,1925,10,10000
35,1921,10,10000
36,1937,10,10000
37,1940,10,10000
38,1940,10,10000
39,1935,10,10000
40,1933,10,10000
41,1933,10,10000
42,1932,10,10000
43,1927,10,10000
44,1928,10,10000
45,1926,10,10000
46,1930,10,10000
47,1922,10,10000
48,1930,10,10000
49,1925,10,10000
50,1936,10,10000
51,1931,10,10000
52,1929,10,10000
53,1937,10,10000
54,1927,10,10000
55,1941,10,10000
56,1925,10,10000
57,1937,10,10000
58,1933,10,10000
59,1933,10,10000
60,1932,10,10000
61,1943,10,10000
62,1929,10,10000
63,1937,10,10000
64,1932,10,10000
65,1926,10,10000
66,1950,10,10000
67,1925,10,10000
68,1941,10,10000
69,1940,10,10000
70,1922,10,10000
71,1928,10,10000
72,1938,10,10000
73,1932,10,10000
74,1932,10,10000
75,1936,10,10000
76,1925,10,10000
77,1929,10,10000
78,1927,10,10000
79,1928,10,10000
80,1929,10,10000
81,1932,10,10000
82,1937,10,10000
83,1932,10,10000
84,1927,10,10000
85,1930,10,10000
86,1940,10,10000
87,1942,10,10000
88,1943,10,10000
89,1934,10,10000
90,1933,10,10000
91,1934,10,10000
92,1936,10,10000
93,1931,10,10000
94,1943,10,10000
95,1932,10,10000
96,1934,10,10000
97,1931,10,10000
98,1943,10,10000
99,1933,10,10000
100,1936,10,10000
101,1932,10,10000
102,1930,10,10000
103,1926,10,10000
104,1929,10,10000
105,1949,10,10000
106,1921,10,10000
107,1942,10,10000
108,1931,10,10000
109,1935,10,10000
110,1941,10,10000
111,1928,10,10000
112,1938,10,10000
113,1955,10,10000
114,1943,10,10000
115,1949,10,10000
116,1933,10,10000
117,1936,10,10000
118,1935,10,10000
119,1925,10,10000
120,1942,10,10000
121,1943,10,10000
122,1941,10,10000
123,1939,10,10000
124,1934,10,10000
125,1940,10,10000
126,1936,10,10000
