Threshold,EV,Hours,Significance
1,0,1,1000
2,0,1,1000
3,0,1,1000
4,0,1,1000
5,0,1,1000
6,0,1,1000
7,0,1,1000
8,0,1,1000
9,0,1,1000
10,0,1,1000
11,0,1,1000
12,0,1,1000
13,0,1,1000
14,0,1,1000
15,0,1,1000
16,0,1,1000
17,0,1,1000
18,0,1,1000
19,0,1,1000
20,0,1,1000
21,0,1,1000
22,0,1,1000
23,0,1,1000
24,0,1,1000
25,0,1,1000
26,0,1,1000
27,0,1,1000
28,0,1,1000
29,0,1,1000
30,0,1,1000
31,0,1,1000
32,0,1,1000
33,0,1,1000
34,0,1,1000
35,0,1,1000
36,0,1,1000
37,0,1,1000
38,0,1,1000
39,0,1,1000
40,0,1,1000
41,0,1,1000
42,0,1,1000
43,1,1,1000
44,0,1,1000
45,0,1,1000
46,1,1,1000
47,1,1,1000
48,1,1,1000
49,0,1,1000
50,1,1,1000
51,1,1,1000
52,1,1,1000
53,1,1,1000
54,1,1,1000
55,1,1,1000
56,1,1,1000
57,1,1,1000
58,1,1,1000
59,1,1,1000
60,2,1,1000
61,1,1,1000
62,1,1,1000
63,1,1,1000
64,1,1,1000
65,2,1,1000
66,2,1,1000
67,1,1,1000
68,2,1,1000
69,2,1,1000
70,2,1,1000
71,2,1,1000
72,2,1,1000
73,2,1,1000
74,3,1,1000
75,3,1,1000
76,2,1,1000
77,2,1,1000
78,2,1,1000
79,2,1,1000
80,2,1,1000
81,2,1,1000
82,4,1,1000
83,3,1,1000
84,3,1,1000
85,3,1,1000
86,3,1,1000
87,4,1,1000
88,3,1,1000
89,3,1,1000
90,3,1,1000
91,4,1,1000
92,3,1,1000
93,3,1,1000
94,5,1,1000
95,4,1,1000
96,4,1,1000
97,5,1,1000
98,5,1,1000
99,4,1,1000
100,4,1,1000
101,6,1,1000
102,4,1,1000
103,5,1,1000
104,5,1,1000
105,6,1,1000
106,6,1,1000
107,6,1,1000
108,6,1,1000
109,5,1,1000
110,5,1,1000
111,6,1,1000
112,6,1,1000
113,6,1,1000
114,5,1,1000
115,5,1,1000
116,6,1,1000
117,6,1,1000
118,7,1,1000
119,7,1,1000
120,7,1,1000
121,6,1,1000
122,7,1,1000
123,7,1,1000
124,6,1,1000
125,6,1,1000
126,8,1,1000
127,6,1,1000
128,8,1,1000
129,7,1,1000
130,7,1,1000
131,7,1,1000
132,6,1,1000
133,8,1,1000
134,8,1,1000
135,8,1,1000
136,8,1,1000
137,9,1,1000
138,8,1,1000
139,9,1,1000
140,10,1,1000
141,10,1,1000
142,9,1,1000
143,11,1,1000
144,10,1,1000
145,9,1,1000
146,9,1,1000
147,9,1,1000
148,11,1,1000
149,11,1,1000
150,13,1,1000
151,12,1,1000
152,10,1,1000
153,9,1,1000
154,11,1,1000
155,11,1,1000
156,13,1,1000
157,12,1,1000
158,12,1,1000
159,12,1,1000
160,13,1,1000
161,13,1,1000
162,12,1,1000
163,12,1,1000
164,12,1,1000
165,13,1,1000
166,13,1,1000
167,11,1,1000
168,13,1,1000
169,13,1,1000
170,13,1,1000
171,15,1,1000
172,12,1,1000
173,13,1,1000
174,15,1,1000
175,15,1,1000
176,15,1,1000
177,13,1,1000
178,14,1,1000
179,16,1,1000
180,16,1,1000
181,15,1,1000
182,17,1,1000
183,17,1,1000
184,17,1,1000
185,16,1,1000
186,14,1,1000
187,18,1,1000
188,19,1,1000
189,16,1,1000
190,18,1,1000
191,18,1,1000
192,18,1,1000
193,19,1,1000
194,18,1,1000
195,19,1,1000
196,17,1,1000
197,21,1,1000
198,18,1,1000
199,22,1,1000
200,21,1,1000
201,21,1,1000
202,20,1,1000
203,20,1,1000
204,18,1,1000
205,19,1,1000
206,21,1,1000
207,20,1,1000
208,21,1,1000
209,22,1,1000
210,18,1,1000
211,22,1,1000
212,21,1,1000
213,21,1,1000
214,24,1,1000
215,24,1,1000
216,21,1,1000
217,24,1,1000
218,23,1,1000
219,24,1,1000
220,25,1,1000
221,23,1,1000
222,21,1,1000
223,28,1,1000
224,24,1,1000
225,25,1,1000
226,27,1,1000
227,22,1,1000
228,24,1,1000
229,26,1,1000
230,25,1,1000
231,26,1,1000
232,27,1,1000
233,24,1,1000
234,28,1,1000
235,27,1,1000
236,25,1,1000
237,26,1,1000
238,27,1,1000
239,29,1,1000
240,26,1,1000
241,28,1,1000
242,26,1,1000
243,28,1,1000
244,30,1,1000
245,33,1,1000
246,29,1,1000
247,30,1,1000
248,31,1,1000
249,33,1,1000
250,29,1,1000
251,31,1,1000
252,30,1,1000
253,38,1,1000
254,29,1,1000
255,34,1,1000
256,34,1,1000
257,32,1,1000
258,31,1,1000
259,29,1,1000
260,33,1,1000
261,28,1,1000
262,35,1,1000
263,33,1,1000
264,36,1,1000
265,37,1,1000
266,38,1,1000
267,34,1,1000
268,31,1,1000
269,35,1,1000
270,37,1,1000
271,35,1,1000
272,38,1,1000
273,38,1,1000
274,35,1,1000
275,39,1,1000
276,39,1,1000
277,37,1,1000
278,41,1,1000
279,42,1,1000
280,41,1,1000
281,38,1,1000
282,40,1,1000
283,42,1,1000
284,43,1,1000
285,40,1,1000
286,42,1,1000
287,37,1,1000
288,42,1,1000
289,46,1,1000
290,41,1,1000
291,40,1,1000
292,44,1,1000
293,43,1,1000
294,46,1,1000
295,45,1,1000
296,44,1,1000
297,40,1,1000
298,47,1,1000
299,48,1,1000
300,48,1,1000
301,43,1,1000
302,42,1,1000
303,46,1,1000
304,45,1,1000
305,41,1,1000
306,40,1,1000
307,47,1,1000
308,49,1,1000
309,44,1,1000
310,50,1,1000
311,51,1,1000
312,43,1,1000
313,47,1,1000
314,45,1,1000
315,51,1,1000
316,45,1,1000
317,48,1,1000
318,50,1,1000
319,49,1,1000
320,54,1,1000
321,53,1,1000
322,54,1,1000
323,55,1,1000
324,55,1,1000
325,52,1,1000
326,51,1,1000
327,56,1,1000
328,53,1,1000
329,55,1,1000
330,50,1,1000
331,57,1,1000
332,53,1,1000
333,56,1,1000
334,52,1,1000
335,53,1,1000
336,51,1,1000
337,54,1,1000
338,60,1,1000
339,61,1,1000
340,59,1,1000
341,64,1,1000
342,58,1,1000
343,54,1,1000
344,57,1,1000
345,60,1,1000
346,60,1,1000
347,59,1,1000
348,63,1,1000
349,58,1,1000
350,65,1,1000
351,62,1,1000
352,62,1,1000
353,62,1,1000
354,55,1,1000
355,64,1,1000
356,63,1,1000
357,63,1,1000
358,65,1,1000
359,67,1,1000
360,66,1,1000
361,69,1,1000
362,59,1,1000
363,61,1,1000
364,68,1,1000
365,62,1,1000
366,68,1,1000
367,67,1,1000
368,69,1,1000
369,69,1,1000
370,74,1,1000
371,69,1,1000
372,60,1,1000
373,75,1,1000
374,72,1,1000
375,68,1,1000
376,72,1,1000
377,68,1,1000
378,65,1,1000
379,73,1,1000
380,66,1,1000
381,69,1,1000
382,70,1,1000
383,69,1,1000
384,79,1,1000
385,77,1,1000
386,73,1,1000
387,75,1,1000
388,79,1,1000
389,77,1,1000
390,72,1,1000
391,76,1,1000
392,81,1,1000
393,77,1,1000
394,77,1,1000
395,71,1,1000
396,80,1,1000
397,85,1,1000
398,87,1,1000
399,77,1,1000
400,79,1,1000
401,82,1,1000
402,82,1,1000
403,83,1,1000
404,83,1,1000
405,83,1,1000
406,91,1,1000
407,86,1,1000
408,87,1,1000
409,84,1,1000
410,87,1,1000
411,84,1,1000
412,83,1,1000
413,84,1,1000
414,84,1,1000
415,85,1,1000
416,87,1,1000
417,88,1,1000
418,81,1,1000
419,89,1,1000
420,90,1,1000
421,86,1,1000
422,89,1,1000
423,87,1,1000
424,87,1,1000
425,94,1,1000
426,85,1,1000
427,90,1,1000
428,92,1,1000
429,88,1,1000
430,87,1,1000
431,94,1,1000
432,98,1,1000
433,87,1,1000
434,95,1,1000
435,98,1,1000
436,100,1,1000
437,95,1,1000
438,104,1,1000
439,90,1,1000
440,96,1,1000
441,96,1,1000
442,92,1,1000
443,89,1,1000
444,107,1,1000
445,102,1,1000
446,100,1,1000
447,104,1,1000
448,101,1,1000
449,107,1,1000
450,102,1,1000
451,101,1,1000
452,106,1,1000
453,100,1,1000
454,100,1,1000
455,110,1,1000
456,109,1,1000
457,106,1,1000
458,101,1,1000
459,103,1,1000
460,102,1,1000
461,109,1,1000
462,110,1,1000
463,109,1,1000
464,111,1,1000
465,115,1,1000
466,108,1,1000
467,109,1,1000
468,113,1,1000
469,109,1,1000
470,108,1,1000
471,114,1,1000
472,109,1,1000
473,107,1,1000
474,117,1,1000
475,111,1,1000
476,114,1,1000
477,110,1,1000
478,111,1,1000
479,111,1,1000
480,115,1,1000
481,122,1,1000
482,115,1,1000
483,111,1,1000
484,110,1,1000
485,118,1,1000
486,110,1,1000
487,114,1,1000
488,118,1,1000
489,124,1,1000
490,123,1,1000
491,122,1,1000
492,122,1,1000
493,114,1,1000
494,107,1,1000
495,118,1,1000
496,124,1,1000
497,123,1,1000
498,126,1,1000
499,129,1,1000
500,128,1,1000
501,126,1,1000
502,126,1,1000
