Threshold,EV,Hours,Significance
1,832,2,1000000
2,832,2,1000000
3,832,2,1000000
4,832,2,1000000
5,832,2,1000000
6,832,2,1000000
7,831,2,1000000
8,831,2,1000000
9,832,2,1000000
10,832,2,1000000
11,831,2,1000000
12,833,2,1000000
13,832,2,1000000
14,832,2,1000000
15,832,2,1000000
16,832,2,1000000
17,832,2,1000000
18,831,2,1000000
19,832,2,1000000
20,832,2,1000000
21,832,2,1000000
22,832,2,1000000
23,832,2,1000000
24,832,2,1000000
25,831,2,1000000
26,831,2,1000000
27,832,2,1000000
28,832,2,1000000
29,832,2,1000000
30,832,2,1000000
31,831,2,1000000
32,831,2,1000000
33,831,2,1000000
34,831,2,1000000
35,832,2,1000000
36,831,2,1000000
37,831,2,1000000
38,831,2,1000000
39,831,2,1000000
40,831,2,1000000
41,831,2,1000000
42,832,2,1000000
43,830,2,1000000
44,831,2,1000000
45,831,2,1000000
46,830,2,1000000
47,830,2,1000000
48,831,2,1000000
49,831,2,1000000
50,831,2,1000000
51,830,2,1000000
52,830,2,1000000
53,831,2,1000000
54,830,2,1000000
55,830,2,1000000
56,831,2,1000000
57,831,2,1000000
58,830,2,1000000
59,830,2,1000000
60,830,2,1000000
61,830,2,1000000
62,830,2,1000000
63,830,2,1000000
64,830,2,1000000
65,830,2,1000000
66,830,2,1000000
67,830,2,1000000
68,830,2,1000000
69,830,2,1000000
70,830,2,1000000
71,830,2,1000000
72,829,2,1000000
73,829,2,1000000
74,829,2,1000000
75,829,2,1000000
76,830,2,1000000
77,829,2,1000000
78,828,2,1000000
79,828,2,1000000
80,829,2,1000000
81,828,2,1000000
82,828,2,1000000
83,829,2,1000000
84,828,2,1000000
85,828,2,1000000
86,828,2,1000000
87,828,2,1000000
88,828,2,1000000
89,828,2,1000000
90,828,2,1000000
91,828,2,1000000
92,827,2,1000000
93,827,2,1000000
94,828,2,1000000
95,827,2,1000000
96,828,2,1000000
97,827,2,1000000
98,827,2,1000000
99,827,2,1000000
100,826,2,1000000
101,827,2,1000000
102,826,2,1000000
103,827,2,1000000
104,827,2,1000000
105,827,2,1000000
106,826,2,1000000
107,827,2,1000000
108,826,2,1000000
109,826,2,1000000
110,826,2,1000000
111,826,2,1000000
112,826,2,1000000
113,826,2,1000000
114,825,2,1000000
115,825,2,1000000
116,825,2,1000000
117,825,2,1000000
118,825,2,1000000
119,825,2,1000000
120,825,2,1000000
121,825,2,1000000
122,824,2,1000000
123,825,2,1000000
124,825,2,1000000
125,825,2,1000000
126,824,2,1000000
127,824,2,1000000
128,824,2,1000000
129,824,2,1000000
130,824,2,1000000
131,823,2,1000000
132,823,2,1000000
133,823,2,1000000
134,823,2,1000000
135,824,2,1000000
136,823,2,1000000
137,823,2,1000000
138,823,2,1000000
139,823,2,1000000
140,823,2,1000000
141,822,2,1000000
142,823,2,1000000
143,822,2,1000000
144,821,2,1000000
145,821,2,1000000
146,821,2,1000000
147,822,2,1000000
148,822,2,1000000
149,822,2,1000000
150,822,2,1000000
