Threshold,EV,Hours,Significance
1,1444,6,10000
2,1445,6,10000
3,1453,6,10000
4,1443,6,10000
5,1448,6,10000
6,1441,6,10000
7,1446,6,10000
8,1453,6,10000
9,1457,6,10000
10,1443,6,10000
11,1451,6,10000
12,1446,6,10000
13,1452,6,10000
14,1451,6,10000
15,1452,6,10000
16,1442,6,10000
17,1443,6,10000
18,1454,6,10000
19,1447,6,10000
20,1451,6,10000
21,1446,6,10000
22,1447,6,10000
23,1443,6,10000
24,1449,6,10000
25,1447,6,10000
26,1450,6,10000
27,1441,6,10000
28,1447,6,10000
29,1444,6,10000
30,1450,6,10000
31,1437,6,10000
32,1448,6,10000
33,1454,6,10000
34,1451,6,10000
35,1454,6,10000
36,1444,6,10000
37,1456,6,10000
38,1448,6,10000
39,1449,6,10000
40,1448,6,10000
41,1446,6,10000
42,1454,6,10000
43,1449,6,10000
44,1462,6,10000
45,1447,6,10000
46,1456,6,10000
47,1445,6,10000
48,1451,6,10000
49,1445,6,10000
50,1456,6,10000
51,1444,6,10000
52,1454,6,10000
53,1450,6,10000
54,1440,6,10000
55,1446,6,10000
56,1449,6,10000
57,1455,6,10000
58,1456,6,10000
59,1455,6,10000
60,1441,6,10000
61,1448,6,10000
62,1442,6,10000
63,1450,6,10000
64,1452,6,10000
65,1452,6,10000
66,1457,6,10000
67,1449,6,10000
68,1453,6,10000
69,1456,6,10000
70,1457,6,10000
71,1450,6,10000
72,1454,6,10000
73,1455,6,10000
74,1453,6,10000
75,1453,6,10000
76,1452,6,10000
77,1453,6,10000
78,1445,6,10000
79,1452,6,10000
80,1446,6,10000
81,1458,6,10000
82,1456,6,10000
83,1452,6,10000
84,1452,6,10000
85,1459,6,10000
86,1461,6,10000
87,1459,6,10000
88,1448,6,10000
89,1454,6,10000
90,1451,6,10000
91,1459,6,10000
92,1451,6,10000
93,1456,6,10000
94,1446,6,10000
95,1455,6,10000
96,1459,6,10000
97,1458,6,10000
98,1456,6,10000
99,1452,6,10000
100,1447,6,10000
101,1448,6,10000
102,1464,6,10000
103,1463,6,10000
104,1455,6,10000
105,1450,6,10000
106,1458,6,10000
107,1452,6,10000
108,1451,6,10000
