Threshold,EV,Hours,Significance
1,1287,5,10000
2,1273,5,10000
3,1289,5,10000
4,1278,5,10000
5,1282,5,10000
6,1282,5,10000
7,1284,5,10000
8,1283,5,10000
9,1280,5,10000
10,1276,5,10000
11,1286,5,10000
12,1278,5,10000
13,1276,5,10000
14,1279,5,10000
15,1286,5,10000
16,1282,5,10000
17,1279,5,10000
18,1274,5,10000
19,1288,5,10000
20,1279,5,10000
21,1279,5,10000
22,1287,5,10000
23,1280,5,10000
24,1280,5,10000
25,1283,5,10000
26,1288,5,10000
27,1282,5,10000
28,1282,5,10000
29,1285,5,10000
30,1285,5,10000
31,1284,5,10000
32,1281,5,10000
33,1288,5,10000
34,1286,5,10000
35,1291,5,10000
36,1277,5,10000
37,1285,5,10000
38,1275,5,10000
39,1283,5,10000
40,1287,5,10000
41,1280,5,10000
42,1286,5,10000
43,1281,5,10000
44,1282,5,10000
45,1282,5,10000
46,1287,5,10000
47,1281,5,10000
48,1283,5,10000
49,1280,5,10000
50,1280,5,10000
51,1290,5,10000
52,1288,5,10000
53,1281,5,10000
54,1280,5,10000
55,1289,5,10000
56,1282,5,10000
57,1283,5,10000
58,1286,5,10000
59,1285,5,10000
60,1282,5,10000
61,1291,5,10000
62,1277,5,10000
63,1287,5,10000
64,1284,5,10000
65,1278,5,10000
66,1295,5,10000
67,1278,5,10000
68,1293,5,10000
69,1279,5,10000
70,1280,5,10000
71,1274,5,10000
72,1290,5,10000
73,1290,5,10000
74,1282,5,10000
75,1281,5,10000
76,1292,5,10000
77,1296,5,10000
78,1286,5,10000
79,1284,5,10000
80,1291,5,10000
81,1284,5,10000
82,1285,5,10000
83,1287,5,10000
84,1289,5,10000
85,1280,5,10000
86,1288,5,10000
87,1285,5,10000
88,1287,5,10000
89,1297,5,10000
90,1285,5,10000
91,1289,5,10000
92,1285,5,10000
93,1293,5,10000
94,1290,5,10000
95,1286,5,10000
96,1286,5,10000
97,1284,5,10000
98,1286,5,10000
99,1283,5,10000
100,1286,5,10000
101,1287,5,10000
102,1289,5,10000
103,1284,5,10000
104,1294,5,10000
105,1276,5,10000
106,1295,5,10000
107,1282,5,10000
108,1288,5,10000
109,1286,5,10000
110,1285,5,10000
111,1284,5,10000
112,1286,5,10000
113,1282,5,10000
114,1287,5,10000
115,1292,5,10000
116,1288,5,10000
117,1291,5,10000
118,1295,5,10000
119,1295,5,10000
120,1283,5,10000
121,1287,5,10000
122,1289,5,10000
123,1291,5,10000
124,1285,5,10000
125,1283,5,10000
126,1286,5,10000
127,1291,5,10000
128,1292,5,10000
129,1288,5,10000
130,1302,5,10000
131,1285,5,10000
132,1293,5,10000
133,1290,5,10000
134,1288,5,10000
135,1287,5,10000
136,1290,5,10000
137,1285,5,10000
138,1290,5,10000
139,1289,5,10000
140,1299,5,10000
141,1291,5,10000
142,1289,5,10000
143,1297,5,10000
144,1293,5,10000
145,1294,5,10000
146,1286,5,10000
147,1298,5,10000
148,1295,5,10000
149,1290,5,10000
150,1293,5,10000
151,1289,5,10000
152,1292,5,10000
153,1309,5,10000
154,1290,5,10000
155,1278,5,10000
156,1295,5,10000
157,1291,5,10000
158,1291,5,10000
159,1293,5,10000
160,1295,5,10000
161,1296,5,10000
162,1286,5,10000
163,1293,5,10000
164,1292,5,10000
165,1297,5,10000
166,1298,5,10000
167,1296,5,10000
168,1295,5,10000
169,1294,5,10000
170,1297,5,10000
171,1293,5,10000
172,1291,5,10000
173,1293,5,10000
174,1300,5,10000
175,1308,5,10000
176,1300,5,10000
177,1297,5,10000
178,1302,5,10000
179,1298,5,10000
180,1288,5,10000
181,1306,5,10000
182,1304,5,10000
183,1291,5,10000
184,1301,5,10000
185,1300,5,10000
186,1296,5,10000
187,1311,5,10000
188,1315,5,10000
189,1295,5,10000
190,1304,5,10000
191,1301,5,10000
192,1291,5,10000
193,1299,5,10000
194,1292,5,10000
195,1299,5,10000
196,1303,5,10000
197,1296,5,10000
198,1298,5,10000
199,1296,5,10000
200,1296,5,10000
201,1296,5,10000
202,1299,5,10000
203,1298,5,10000
204,1307,5,10000
205,1296,5,10000
206,1297,5,10000
207,1300,5,10000
208,1297,5,10000
209,1305,5,10000
210,1305,5,10000
211,1305,5,10000
212,1296,5,10000
213,1303,5,10000
214,1297,5,10000
215,1305,5,10000
216,1303,5,10000
217,1304,5,10000
218,1299,5,10000
219,1304,5,10000
220,1301,5,10000
221,1299,5,10000
222,1303,5,10000
223,1306,5,10000
224,1300,5,10000
225,1307,5,10000
226,1307,5,10000
227,1301,5,10000
228,1314,5,10000
229,1308,5,10000
230,1309,5,10000
231,1309,5,10000
232,1309,5,10000
233,1305,5,10000
234,1306,5,10000
235,1307,5,10000
236,1320,5,10000
237,1310,5,10000
238,1312,5,10000
239,1310,5,10000
240,1300,5,10000
241,1305,5,10000
242,1312,5,10000
243,1304,5,10000
244,1312,5,10000
245,1317,5,10000
246,1315,5,10000
247,1309,5,10000
248,1304,5,10000
249,1309,5,10000
250,1320,5,10000
251,1307,5,10000
252,1308,5,10000
253,1314,5,10000
254,1310,5,10000
255,1315,5,10000
256,1317,5,10000
257,1309,5,10000
258,1313,5,10000
259,1322,5,10000
260,1314,5,10000
261,1314,5,10000
262,1303,5,10000
263,1309,5,10000
264,1308,5,10000
265,1313,5,10000
266,1309,5,10000
267,1319,5,10000
