Threshold,EV,Hours,Significance
1,1928,10,200
2,1937,10,200
3,1956,10,200
4,1914,10,200
5,1916,10,200
6,1928,10,200
7,1892,10,200
8,1828,10,200
9,1919,10,200
10,1870,10,200
11,1906,10,200
12,1909,10,200
13,1886,10,200
14,1963,10,200
15,1900,10,200
16,1922,10,200
17,1968,10,200
18,1896,10,200
19,1931,10,200
20,1939,10,200
21,1992,10,200
22,2019,10,200
23,1966,10,200
24,1848,10,200
25,1944,10,200
26,1902,10,200
27,1943,10,200
28,1939,10,200
29,1927,10,200
30,1947,10,200
31,2015,10,200
32,1904,10,200
33,2010,10,200
34,1877,10,200
35,1923,10,200
36,1894,10,200
37,1904,10,200
38,1863,10,200
39,1907,10,200
40,1855,10,200
41,1941,10,200
42,1982,10,200
43,1950,10,200
44,1863,10,200
45,1987,10,200
46,1918,10,200
47,1974,10,200
48,1950,10,200
49,1899,10,200
50,2012,10,200
51,1929,10,200
52,1968,10,200
53,1913,10,200
54,1990,10,200
55,1884,10,200
56,1872,10,200
57,1920,10,200
58,1948,10,200
59,1915,10,200
60,1912,10,200
61,1873,10,200
62,1896,10,200
63,2001,10,200
64,1866,10,200
65,1974,10,200
66,1915,10,200
67,1998,10,200
68,1944,10,200
69,1940,10,200
70,1938,10,200
71,1893,10,200
72,1986,10,200
73,1915,10,200
74,1963,10,200
75,1872,10,200
76,1868,10,200
77,1992,10,200
78,1962,10,200
79,1925,10,200
80,1936,10,200
81,1973,10,200
82,1943,10,200
83,1919,10,200
84,1962,10,200
85,1878,10,200
86,1903,10,200
87,1969,10,200
88,1761,10,200
89,1965,10,200
90,1957,10,200
91,1941,10,200
92,2028,10,200
93,2030,10,200
94,1990,10,200
95,1965,10,200
96,1858,10,200
97,1957,10,200
98,1933,10,200
99,1962,10,200
100,2005,10,200
101,1886,10,200
102,1926,10,200
103,2002,10,200
104,1910,10,200
105,1987,10,200
106,1975,10,200
107,1822,10,200
108,1963,10,200
109,1884,10,200
110,1978,10,200
111,1819,10,200
112,1880,10,200
113,1907,10,200
114,1924,10,200
115,2043,10,200
116,1923,10,200
117,1907,10,200
118,1962,10,200
119,2036,10,200
120,2009,10,200
121,1932,10,200
122,2011,10,200
123,1899,10,200
124,1932,10,200
125,1939,10,200
126,2040,10,200
127,1860,10,200
128,1932,10,200
129,1948,10,200
130,1996,10,200
131,1955,10,200
132,1976,10,200
133,1982,10,200
134,1963,10,200
135,1909,10,200
136,1945,10,200
137,1968,10,200
138,1969,10,200
139,1925,10,200
140,1938,10,200
141,1924,10,200
142,1967,10,200
143,1961,10,200
144,1892,10,200
145,1948,10,200
146,1870,10,200
147,1978,10,200
148,1886,10,200
149,1938,10,200
150,1954,10,200
151,1890,10,200
152,1991,10,200
153,1931,10,200
154,1989,10,200
155,1867,10,200
156,1884,10,200
157,1931,10,200
158,1997,10,200
159,1935,10,200
160,1871,10,200
161,1922,10,200
162,1842,10,200
163,1919,10,200
164,1856,10,200
165,1902,10,200
166,2056,10,200
167,1952,10,200
168,1961,10,200
169,1942,10,200
170,1966,10,200
171,1945,10,200
172,1994,10,200
173,1973,10,200
174,1876,10,200
175,1925,10,200
176,1899,10,200
177,1913,10,200
178,1838,10,200
179,2009,10,200
180,1968,10,200
