Threshold,EV,Hours,Significance
1,1722,8,10000
2,1719,8,10000
3,1718,8,10000
4,1716,8,10000
5,1711,8,10000
6,1721,8,10000
7,1721,8,10000
8,1721,8,10000
9,1717,8,10000
10,1719,8,10000
11,1718,8,10000
12,1718,8,10000
13,1715,8,10000
14,1714,8,10000
15,1717,8,10000
16,1709,8,10000
17,1716,8,10000
18,1721,8,10000
19,1723,8,10000
20,1724,8,10000
21,1724,8,10000
22,1711,8,10000
23,1715,8,10000
24,1721,8,10000
25,1716,8,10000
26,1713,8,10000
27,1720,8,10000
28,1718,8,10000
29,1725,8,10000
30,1732,8,10000
31,1712,8,10000
32,1723,8,10000
33,1712,8,10000
34,1726,8,10000
35,1725,8,10000
36,1724,8,10000
37,1713,8,10000
38,1719,8,10000
39,1725,8,10000
40,1717,8,10000
41,1720,8,10000
42,1715,8,10000
43,1719,8,10000
44,1717,8,10000
45,1719,8,10000
46,1710,8,10000
47,1715,8,10000
48,1720,8,10000
49,1723,8,10000
50,1721,8,10000
51,1716,8,10000
52,1705,8,10000
53,1719,8,10000
54,1724,8,10000
55,1713,8,10000
56,1724,8,10000
57,1703,8,10000
58,1732,8,10000
59,1718,8,10000
60,1724,8,10000
61,1715,8,10000
62,1720,8,10000
63,1722,8,10000
64,1714,8,10000
65,1713,8,10000
66,1725,8,10000
67,1721,8,10000
68,1723,8,10000
69,1711,8,10000
70,1722,8,10000
71,1712,8,10000
72,1729,8,10000
73,1726,8,10000
74,1726,8,10000
75,1719,8,10000
76,1726,8,10000
77,1730,8,10000
78,1723,8,10000
79,1710,8,10000
80,1720,8,10000
81,1713,8,10000
82,1719,8,10000
83,1709,8,10000
84,1710,8,10000
85,1717,8,10000
86,1710,8,10000
87,1723,8,10000
88,1722,8,10000
89,1722,8,10000
90,1714,8,10000
91,1716,8,10000
92,1724,8,10000
93,1726,8,10000
94,1735,8,10000
95,1727,8,10000
96,1726,8,10000
97,1720,8,10000
98,1730,8,10000
99,1729,8,10000
100,1715,8,10000
101,1721,8,10000
102,1726,8,10000
103,1726,8,10000
104,1717,8,10000
105,1733,8,10000
106,1718,8,10000
107,1721,8,10000
108,1721,8,10000
109,1720,8,10000
110,1722,8,10000
111,1725,8,10000
112,1712,8,10000
113,1715,8,10000
114,1716,8,10000
115,1726,8,10000
116,1723,8,10000
117,1718,8,10000
118,1732,8,10000
119,1719,8,10000
120,1732,8,10000
121,1715,8,10000
122,1729,8,10000
123,1724,8,10000
124,1731,8,10000
125,1729,8,10000
126,1735,8,10000
127,1727,8,10000
128,1728,8,10000
129,1721,8,10000
130,1721,8,10000
131,1716,8,10000
132,1739,8,10000
133,1717,8,10000
134,1732,8,10000
135,1711,8,10000
136,1726,8,10000
137,1724,8,10000
138,1720,8,10000
139,1722,8,10000
140,1730,8,10000
141,1729,8,10000
142,1734,8,10000
143,1732,8,10000
144,1711,8,10000
145,1729,8,10000
146,1724,8,10000
147,1735,8,10000
148,1734,8,10000
149,1729,8,10000
150,1719,8,10000
151,1719,8,10000
152,1728,8,10000
153,1723,8,10000
154,1730,8,10000
155,1732,8,10000
156,1730,8,10000
157,1740,8,10000
158,1747,8,10000
159,1726,8,10000
160,1726,8,10000
161,1731,8,10000
162,1738,8,10000
163,1735,8,10000
164,1723,8,10000
165,1736,8,10000
166,1745,8,10000
167,1721,8,10000
168,1724,8,10000
169,1735,8,10000
170,1714,8,10000
171,1721,8,10000
172,1729,8,10000
173,1741,8,10000
174,1728,8,10000
175,1737,8,10000
176,1726,8,10000
177,1742,8,10000
178,1734,8,10000
179,1716,8,10000
180,1722,8,10000
181,1732,8,10000
182,1729,8,10000
183,1725,8,10000
184,1728,8,10000
185,1740,8,10000
186,1743,8,10000
187,1728,8,10000
188,1724,8,10000
189,1725,8,10000
190,1736,8,10000
191,1733,8,10000
192,1737,8,10000
193,1733,8,10000
194,1735,8,10000
195,1737,8,10000
196,1737,8,10000
197,1734,8,10000
198,1735,8,10000
199,1729,8,10000
200,1721,8,10000
201,1727,8,10000
202,1733,8,10000
203,1733,8,10000
204,1735,8,10000
205,1738,8,10000
206,1740,8,10000
207,1738,8,10000
208,1738,8,10000
209,1733,8,10000
210,1725,8,10000
211,1739,8,10000
212,1730,8,10000
213,1738,8,10000
214,1740,8,10000
215,1727,8,10000
216,1740,8,10000
217,1738,8,10000
218,1739,8,10000
219,1738,8,10000
220,1743,8,10000
221,1747,8,10000
222,1732,8,10000
223,1743,8,10000
224,1756,8,10000
225,1737,8,10000
226,1739,8,10000
227,1737,8,10000
